TransactionId,BatchId,AccountId,SubscriptionId,CustomerId,CurrencyCode,CountryCode,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,TransactionStartTime,PricingStrategy,FraudResult
TransactionId_57038,BatchId_71371,AccountId_4841,SubscriptionId_3829,CustomerId_4636,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-60,60,2018-11-15T11:29:13Z,2,0
TransactionId_35605,BatchId_123169,AccountId_3603,SubscriptionId_1599,CustomerId_4041,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,3000,3000,2018-11-15T11:30:02Z,2,0
TransactionId_119700,BatchId_63696,AccountId_2056,SubscriptionId_2228,CustomerId_2459,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T11:35:31Z,2,0
TransactionId_28153,BatchId_79475,AccountId_4841,SubscriptionId_3829,CustomerId_2459,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T11:36:03Z,2,0
TransactionId_18345,BatchId_71304,AccountId_4425,SubscriptionId_197,CustomerId_4882,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,1200,1200,2018-11-15T11:43:18Z,4,0
TransactionId_17144,BatchId_78336,AccountId_4841,SubscriptionId_3829,CustomerId_4882,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-60,60,2018-11-15T11:43:55Z,2,0
TransactionId_52041,BatchId_15686,AccountId_4068,SubscriptionId_4164,CustomerId_4518,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T11:46:42Z,2,0
TransactionId_56797,BatchId_41273,AccountId_4841,SubscriptionId_3829,CustomerId_4518,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T11:47:15Z,2,0
TransactionId_98470,BatchId_49728,AccountId_4841,SubscriptionId_3829,CustomerId_3507,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-10,10,2018-11-15T11:56:52Z,2,0
TransactionId_66853,BatchId_20402,AccountId_1608,SubscriptionId_2553,CustomerId_1987,UGX,256,ProviderId_6,ProductId_19,tv,ChannelId_3,3500,3500,2018-11-15T12:07:18Z,2,0
TransactionId_121679,BatchId_85906,AccountId_4841,SubscriptionId_3829,CustomerId_1987,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-70,70,2018-11-15T12:08:05Z,2,0
TransactionId_89604,BatchId_88743,AccountId_946,SubscriptionId_4758,CustomerId_1295,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000,10000,2018-11-15T12:14:43Z,2,0
TransactionId_5178,BatchId_107956,AccountId_4841,SubscriptionId_3829,CustomerId_1295,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200,200,2018-11-15T12:14:57Z,2,0
TransactionId_124062,BatchId_77937,AccountId_4110,SubscriptionId_3182,CustomerId_4561,UGX,256,ProviderId_1,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T12:20:35Z,4,0
TransactionId_41953,BatchId_20823,AccountId_4110,SubscriptionId_3182,CustomerId_4561,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T12:26:39Z,2,0
TransactionId_71919,BatchId_49545,AccountId_2132,SubscriptionId_4234,CustomerId_2537,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,5000,5000,2018-11-15T12:26:56Z,2,0
TransactionId_109020,BatchId_80246,AccountId_4841,SubscriptionId_3829,CustomerId_2537,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-250,250,2018-11-15T12:27:28Z,2,0
TransactionId_76701,BatchId_105672,AccountId_678,SubscriptionId_2310,CustomerId_1020,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T12:27:46Z,2,0
TransactionId_128564,BatchId_54418,AccountId_4140,SubscriptionId_1617,CustomerId_4592,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,2000,2000,2018-11-15T12:34:15Z,4,0
TransactionId_73294,BatchId_15349,AccountId_3603,SubscriptionId_1599,CustomerId_4041,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T12:36:04Z,2,0
TransactionId_40249,BatchId_134321,AccountId_4841,SubscriptionId_3829,CustomerId_4041,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T12:36:16Z,2,0
TransactionId_106990,BatchId_1196,AccountId_4840,SubscriptionId_3829,CustomerId_4041,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-1000,1000,2018-11-15T12:36:20Z,2,0
TransactionId_43072,BatchId_63436,AccountId_4068,SubscriptionId_4164,CustomerId_4518,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T12:37:47Z,2,0
TransactionId_40315,BatchId_57993,AccountId_12,SubscriptionId_1548,CustomerId_328,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T12:38:01Z,2,0
TransactionId_125855,BatchId_79703,AccountId_4841,SubscriptionId_3829,CustomerId_4518,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T12:38:19Z,2,0
TransactionId_45184,BatchId_102156,AccountId_4841,SubscriptionId_3829,CustomerId_328,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T12:38:34Z,2,0
TransactionId_42866,BatchId_59463,AccountId_4076,SubscriptionId_4102,CustomerId_4526,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,1000,1000,2018-11-15T12:40:23Z,2,0
TransactionId_74684,BatchId_123127,AccountId_3992,SubscriptionId_3811,CustomerId_4442,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,2000,2000,2018-11-15T12:40:45Z,4,0
TransactionId_59676,BatchId_5465,AccountId_4841,SubscriptionId_3829,CustomerId_4442,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T12:41:27Z,2,0
TransactionId_103339,BatchId_35437,AccountId_2860,SubscriptionId_1055,CustomerId_3282,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T12:49:10Z,4,0
TransactionId_44228,BatchId_100674,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T12:51:18Z,2,0
TransactionId_62769,BatchId_40179,AccountId_568,SubscriptionId_1750,CustomerId_905,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T12:51:48Z,2,0
TransactionId_84476,BatchId_91106,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T12:51:50Z,2,0
TransactionId_135062,BatchId_110939,AccountId_946,SubscriptionId_4758,CustomerId_1295,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,5000,5000,2018-11-15T12:52:09Z,2,0
TransactionId_113903,BatchId_2666,AccountId_4841,SubscriptionId_3829,CustomerId_1295,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T12:52:19Z,2,0
TransactionId_28526,BatchId_80609,AccountId_3937,SubscriptionId_2161,CustomerId_4384,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:02:23Z,4,0
TransactionId_49191,BatchId_72402,AccountId_3937,SubscriptionId_2161,CustomerId_4384,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,500,500,2018-11-15T13:03:45Z,2,0
TransactionId_80887,BatchId_92736,AccountId_109,SubscriptionId_4723,CustomerId_431,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:05:02Z,4,0
TransactionId_122162,BatchId_43033,AccountId_4841,SubscriptionId_3829,CustomerId_431,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:05:44Z,2,0
TransactionId_114773,BatchId_28969,AccountId_1523,SubscriptionId_2084,CustomerId_1895,UGX,256,ProviderId_3,ProductId_11,data_bundles,ChannelId_3,1000,1000,2018-11-15T13:06:47Z,1,0
TransactionId_140535,BatchId_28717,AccountId_4841,SubscriptionId_3829,CustomerId_1895,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T13:09:00Z,2,0
TransactionId_134241,BatchId_28477,AccountId_2540,SubscriptionId_671,CustomerId_2956,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T13:10:43Z,2,0
TransactionId_37209,BatchId_133568,AccountId_4841,SubscriptionId_3829,CustomerId_2956,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T13:10:57Z,2,0
TransactionId_120999,BatchId_103025,AccountId_272,SubscriptionId_4731,CustomerId_598,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,700,700,2018-11-15T13:13:26Z,2,0
TransactionId_46128,BatchId_67203,AccountId_2056,SubscriptionId_2228,CustomerId_2459,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:14:44Z,2,0
TransactionId_101193,BatchId_31847,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_19,tv,ChannelId_3,11000,11000,2018-11-15T13:15:10Z,2,0
TransactionId_13444,BatchId_56869,AccountId_4841,SubscriptionId_3829,CustomerId_2459,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:15:16Z,2,0
TransactionId_94299,BatchId_39709,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-220,220,2018-11-15T13:15:23Z,2,0
TransactionId_111349,BatchId_81173,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1000,1000,2018-11-15T13:20:24Z,2,0
TransactionId_59905,BatchId_12778,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:22:42Z,2,0
TransactionId_75952,BatchId_109127,AccountId_4841,SubscriptionId_3829,CustomerId_4235,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:23:14Z,2,0
TransactionId_7947,BatchId_9210,AccountId_1339,SubscriptionId_3717,CustomerId_1702,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:27:49Z,2,0
TransactionId_87675,BatchId_32716,AccountId_4841,SubscriptionId_3829,CustomerId_1702,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:28:26Z,2,0
TransactionId_56742,BatchId_8973,AccountId_2604,SubscriptionId_1406,CustomerId_3022,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,2000,2000,2018-11-15T13:30:00Z,2,0
TransactionId_96621,BatchId_62934,AccountId_4841,SubscriptionId_3829,CustomerId_3022,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T13:30:34Z,2,0
TransactionId_16055,BatchId_131049,AccountId_4769,SubscriptionId_758,CustomerId_5238,UGX,256,ProviderId_1,ProductId_15,financial_services,ChannelId_3,8000,8000,2018-11-15T13:31:52Z,2,0
TransactionId_36975,BatchId_101040,AccountId_3595,SubscriptionId_1749,CustomerId_4033,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,90000,90000,2018-11-15T13:32:38Z,2,0
TransactionId_137237,BatchId_47199,AccountId_2973,SubscriptionId_3493,CustomerId_3398,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,3000,3000,2018-11-15T13:34:02Z,2,0
TransactionId_90915,BatchId_75067,AccountId_4841,SubscriptionId_3829,CustomerId_3398,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-60,60,2018-11-15T13:34:17Z,2,0
TransactionId_95935,BatchId_43001,AccountId_3595,SubscriptionId_1749,CustomerId_4033,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:39:31Z,2,0
TransactionId_98158,BatchId_116738,AccountId_4841,SubscriptionId_3829,CustomerId_4033,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:40:04Z,2,0
TransactionId_79390,BatchId_11650,AccountId_1567,SubscriptionId_164,CustomerId_1943,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1500,1500,2018-11-15T13:42:39Z,2,0
TransactionId_87775,BatchId_89990,AccountId_3937,SubscriptionId_2161,CustomerId_4384,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1000,1000,2018-11-15T13:44:39Z,2,0
TransactionId_6381,BatchId_104839,AccountId_2019,SubscriptionId_4822,CustomerId_2420,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,500,500,2018-11-15T13:45:06Z,2,0
TransactionId_37450,BatchId_16300,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T13:46:10Z,2,0
TransactionId_52443,BatchId_132567,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T13:46:25Z,2,0
TransactionId_22576,BatchId_56440,AccountId_2019,SubscriptionId_4822,CustomerId_2420,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,500,500,2018-11-15T13:47:21Z,2,0
TransactionId_89610,BatchId_105969,AccountId_4841,SubscriptionId_3829,CustomerId_2420,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25,25,2018-11-15T13:47:54Z,2,0
TransactionId_100678,BatchId_68657,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:49:58Z,2,0
TransactionId_91815,BatchId_50873,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:50:26Z,2,0
TransactionId_52035,BatchId_97422,AccountId_2292,SubscriptionId_1248,CustomerId_2706,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T13:51:40Z,2,0
TransactionId_119325,BatchId_5758,AccountId_4841,SubscriptionId_3829,CustomerId_2706,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T13:52:09Z,2,0
TransactionId_133830,BatchId_94325,AccountId_12,SubscriptionId_1548,CustomerId_328,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T14:01:09Z,2,0
TransactionId_84667,BatchId_105463,AccountId_4841,SubscriptionId_3829,CustomerId_328,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T14:01:23Z,2,0
TransactionId_20209,BatchId_51252,AccountId_538,SubscriptionId_4293,CustomerId_873,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,7000,7000,2018-11-15T14:07:43Z,2,0
TransactionId_131976,BatchId_97308,AccountId_4841,SubscriptionId_3829,CustomerId_873,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-350,350,2018-11-15T14:08:17Z,2,0
TransactionId_18520,BatchId_76222,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1500,1500,2018-11-15T14:13:06Z,2,0
TransactionId_107796,BatchId_78701,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-75,75,2018-11-15T14:13:37Z,2,0
TransactionId_31097,BatchId_84361,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1500,1500,2018-11-15T14:17:09Z,2,0
TransactionId_132265,BatchId_15161,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-75,75,2018-11-15T14:17:39Z,2,0
TransactionId_3822,BatchId_26459,AccountId_4352,SubscriptionId_2937,CustomerId_4809,UGX,256,ProviderId_5,ProductId_3,airtime,ChannelId_3,2800,2800,2018-11-15T14:18:06Z,4,0
TransactionId_89433,BatchId_54211,AccountId_4841,SubscriptionId_3829,CustomerId_4809,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-140,140,2018-11-15T14:19:04Z,2,0
TransactionId_122139,BatchId_108397,AccountId_12,SubscriptionId_1548,CustomerId_328,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,2000,2000,2018-11-15T14:19:07Z,2,0
TransactionId_91764,BatchId_175,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T14:19:13Z,2,0
TransactionId_109592,BatchId_38383,AccountId_2230,SubscriptionId_104,CustomerId_2642,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,420,420,2018-11-15T14:19:24Z,2,0
TransactionId_53948,BatchId_131825,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T14:19:27Z,2,0
TransactionId_23385,BatchId_55958,AccountId_4841,SubscriptionId_3829,CustomerId_328,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T14:19:31Z,2,0
TransactionId_59507,BatchId_76839,AccountId_4841,SubscriptionId_3829,CustomerId_2642,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-19,19,2018-11-15T14:19:39Z,2,0
TransactionId_61448,BatchId_118018,AccountId_3603,SubscriptionId_1599,CustomerId_4041,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T14:21:36Z,2,0
TransactionId_45517,BatchId_108612,AccountId_4841,SubscriptionId_3829,CustomerId_4041,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T14:21:48Z,2,0
TransactionId_105250,BatchId_11315,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,1000,1000,2018-11-15T14:22:42Z,2,0
TransactionId_132944,BatchId_89521,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T14:22:55Z,2,0
TransactionId_57443,BatchId_125298,AccountId_3595,SubscriptionId_1749,CustomerId_4033,UGX,256,ProviderId_6,ProductId_4,airtime,ChannelId_3,1000,1000,2018-11-15T14:33:39Z,2,0
TransactionId_102055,BatchId_113056,AccountId_4841,SubscriptionId_3829,CustomerId_4033,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T14:33:55Z,2,0
TransactionId_21526,BatchId_100112,AccountId_1339,SubscriptionId_3717,CustomerId_1702,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T14:34:01Z,2,0
TransactionId_128375,BatchId_116819,AccountId_4841,SubscriptionId_3829,CustomerId_1702,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T14:34:12Z,2,0
TransactionId_92438,BatchId_67054,AccountId_2406,SubscriptionId_1798,CustomerId_2820,UGX,256,ProviderId_6,ProductId_14,financial_services,ChannelId_3,24416,24416,2018-11-15T14:38:41Z,2,0
TransactionId_86292,BatchId_36330,AccountId_1339,SubscriptionId_3717,CustomerId_1702,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,3000,3000,2018-11-15T14:39:15Z,2,0
TransactionId_127995,BatchId_53856,AccountId_4841,SubscriptionId_3829,CustomerId_1702,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-150,150,2018-11-15T14:39:49Z,2,0
TransactionId_140278,BatchId_35698,AccountId_1339,SubscriptionId_3717,CustomerId_1702,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,3000,3000,2018-11-15T14:43:03Z,2,0
TransactionId_135117,BatchId_45744,AccountId_4841,SubscriptionId_3829,CustomerId_1702,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-60,60,2018-11-15T14:43:17Z,2,0
TransactionId_327,BatchId_17076,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T14:45:19Z,2,0
TransactionId_75257,BatchId_136153,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20,20,2018-11-15T14:45:33Z,2,0
TransactionId_129961,BatchId_103723,AccountId_2056,SubscriptionId_2228,CustomerId_2459,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,4000,4000,2018-11-15T14:46:08Z,2,0
TransactionId_1080,BatchId_57040,AccountId_4841,SubscriptionId_3829,CustomerId_2459,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200,200,2018-11-15T14:46:38Z,2,0
TransactionId_64235,BatchId_124269,AccountId_3019,SubscriptionId_2936,CustomerId_3444,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T14:57:35Z,2,0
TransactionId_20940,BatchId_95406,AccountId_4841,SubscriptionId_3829,CustomerId_3444,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-10,10,2018-11-15T14:57:52Z,2,0
TransactionId_46328,BatchId_127450,AccountId_1346,SubscriptionId_652,CustomerId_1709,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T15:03:24Z,2,0
TransactionId_82628,BatchId_4739,AccountId_4590,SubscriptionId_666,CustomerId_5054,UGX,256,ProviderId_6,ProductId_11,data_bundles,ChannelId_3,1000,1000,2018-11-15T15:03:51Z,2,0
TransactionId_102979,BatchId_129804,AccountId_4841,SubscriptionId_3829,CustomerId_1709,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T15:04:01Z,2,0
TransactionId_84040,BatchId_137663,AccountId_3219,SubscriptionId_4451,CustomerId_3647,UGX,256,ProviderId_1,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T15:09:07Z,4,0
TransactionId_28070,BatchId_21966,AccountId_4841,SubscriptionId_3829,CustomerId_3647,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-10,10,2018-11-15T15:10:27Z,2,0
TransactionId_84822,BatchId_105275,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_10,airtime,ChannelId_3,2000,2000,2018-11-15T15:13:39Z,4,0
TransactionId_29885,BatchId_119812,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1500,1500,2018-11-15T15:15:41Z,2,0
TransactionId_10792,BatchId_98282,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T15:16:05Z,2,0
TransactionId_27636,BatchId_81528,AccountId_1294,SubscriptionId_3442,CustomerId_1656,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000,1000,2018-11-15T15:16:18Z,2,0
TransactionId_84595,BatchId_128207,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T15:16:39Z,2,0
TransactionId_95319,BatchId_80389,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1500,1500,2018-11-15T15:16:49Z,2,0
TransactionId_2495,BatchId_56563,AccountId_280,SubscriptionId_3489,CustomerId_606,UGX,256,ProviderId_1,ProductId_3,airtime,ChannelId_3,500,500,2018-11-15T15:18:09Z,4,0
TransactionId_58259,BatchId_40923,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1500,1500,2018-11-15T15:18:29Z,2,0
TransactionId_29003,BatchId_87760,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,2000,2000,2018-11-15T15:18:53Z,2,0
TransactionId_77887,BatchId_107269,AccountId_1856,SubscriptionId_4570,CustomerId_2247,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,2000,2000,2018-11-15T15:19:24Z,2,0
TransactionId_112871,BatchId_18878,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100,100,2018-11-15T15:19:26Z,2,0
TransactionId_130982,BatchId_129840,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T15:20:05Z,2,0
TransactionId_87014,BatchId_43197,AccountId_1856,SubscriptionId_4570,CustomerId_2247,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1500,1500,2018-11-15T15:20:33Z,2,0
TransactionId_29790,BatchId_108858,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T15:20:34Z,2,0
TransactionId_59902,BatchId_122148,AccountId_4841,SubscriptionId_3829,CustomerId_2247,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-75,75,2018-11-15T15:21:04Z,2,0
TransactionId_108356,BatchId_16484,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T15:21:52Z,2,0
TransactionId_3945,BatchId_17930,AccountId_4841,SubscriptionId_3829,CustomerId_1979,UGX,256,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50,50,2018-11-15T15:22:22Z,2,0
TransactionId_89501,BatchId_510,AccountId_4206,SubscriptionId_2027,CustomerId_4658,UGX,256,ProviderId_5,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T15:25:02Z,4,0
TransactionId_60040,BatchId_93093,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1500,1500,2018-11-15T15:26:22Z,2,0
TransactionId_101837,BatchId_126031,AccountId_4726,SubscriptionId_3470,CustomerId_5194,UGX,256,ProviderId_6,ProductId_10,airtime,ChannelId_3,500,500,2018-11-15T15:26:44Z,2,0
TransactionId_135399,BatchId_102054,AccountId_3792,SubscriptionId_134,CustomerId_4235,UGX,256,ProviderId_5,ProductId_15,financial_services,ChannelId_3,1500,1500,2018-11-15T15:28:04Z,2,0
TransactionId_135089,BatchId_131239,AccountId_1601,SubscriptionId_3104,CustomerId_1979,UGX,256,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000,1000,2018-11-15T15:29:12Z,2,0
TransactionId_110640,BatchId_106878,AccountId_4726,SubscriptionId_3470,CustomerId_5194,UGX,256,ProviderId_6,ProductId_1,airtime,ChannelId_3,500,500,2018-11-15T15:29:43Z,2,0
